Location,Date,Hour,API,Pollutant
Kuala Lumpur,4/21/2015,24,52,*
Kuala Lumpur,4/22/2015,1,52,*
Kuala Lumpur,4/22/2015,2,51,*
Kuala Lumpur,4/22/2015,3,51,*
Kuala Lumpur,4/22/2015,4,50,*
Kuala Lumpur,4/22/2015,5,50,*
Kuala Lumpur,4/22/2015,6,49,*
Kuala Lumpur,4/22/2015,7,48,*
Kuala Lumpur,4/22/2015,8,47,*
Kuala Lumpur,4/22/2015,9,47,*
Kuala Lumpur,4/22/2015,10,46,*
Kuala Lumpur,4/22/2015,11,46,*
Kuala Lumpur,4/22/2015,12,46,*
Kuala Lumpur,4/22/2015,13,47,*
Kuala Lumpur,4/22/2015,14,64,*
Kuala Lumpur,4/22/2015,15,70,*
Kuala Lumpur,4/22/2015,16,50,*
Kuala Lumpur,4/22/2015,17,48,*
Kuala Lumpur,4/22/2015,18,46,*
Kuala Lumpur,4/22/2015,19,44,*
Kuala Lumpur,4/22/2015,20,44,*
Kuala Lumpur,4/22/2015,21,44,*
Kuala Lumpur,4/22/2015,22,43,*
Kuala Lumpur,4/22/2015,23,43,*
Kuala Lumpur,4/22/2015,24,43,*
Kuala Lumpur,4/23/2015,1,42,*
Kuala Lumpur,4/23/2015,2,42,*
Kuala Lumpur,4/23/2015,3,42,*
Kuala Lumpur,4/23/2015,4,42,*
Kuala Lumpur,4/23/2015,6,42,*
Kuala Lumpur,4/23/2015,5,41,*
Kuala Lumpur,4/23/2015,7,41,*
Kuala Lumpur,4/23/2015,8,41,*
Kuala Lumpur,4/23/2015,9,40,*
Kuala Lumpur,4/23/2015,10,40,*
Kuala Lumpur,4/23/2015,11,40,*
Kuala Lumpur,4/23/2015,12,40,*
Kuala Lumpur,4/23/2015,13,42,*
Kuala Lumpur,4/23/2015,14,50,*
Kuala Lumpur,4/23/2015,15,62,*
Kuala Lumpur,4/23/2015,16,72,*
Kuala Lumpur,4/23/2015,17,75,*
Kuala Lumpur,4/23/2015,18,61,*
Kuala Lumpur,4/23/2015,19,48,*
Kuala Lumpur,4/23/2015,20,47,*
Kuala Lumpur,4/23/2015,21,47,*
Kuala Lumpur,4/23/2015,22,47,*
Kuala Lumpur,4/23/2015,23,47,*
Kuala Lumpur,4/23/2015,24,47,*
Kuala Lumpur,4/24/2015,1,47,*
Kuala Lumpur,4/24/2015,2,47,*
Kuala Lumpur,4/24/2015,3,47,*
Kuala Lumpur,4/24/2015,4,48,*
Kuala Lumpur,4/24/2015,5,48,*
Kuala Lumpur,4/24/2015,6,49,*
Kuala Lumpur,4/24/2015,7,49,*
Kuala Lumpur,4/24/2015,8,50,*
Kuala Lumpur,4/24/2015,9,50,*
Kuala Lumpur,4/24/2015,10,50,*
Kuala Lumpur,4/24/2015,11,50,*
Kuala Lumpur,4/24/2015,12,49,*
Kuala Lumpur,4/24/2015,13,46,*
Kuala Lumpur,4/24/2015,14,46,*
Kuala Lumpur,4/24/2015,15,56,*
Kuala Lumpur,4/24/2015,16,64,*
Kuala Lumpur,4/24/2015,17,47,*
Kuala Lumpur,4/24/2015,18,43,*
Kuala Lumpur,4/24/2015,19,42,*
Kuala Lumpur,4/24/2015,20,42,*
Kuala Lumpur,4/24/2015,21,43,*
Kuala Lumpur,4/24/2015,22,44,*
Kuala Lumpur,4/24/2015,23,45,*
Kuala Lumpur,4/24/2015,24,45,*
Kuala Lumpur,4/25/2015,1,45,*
Kuala Lumpur,4/25/2015,2,44,*
Kuala Lumpur,4/25/2015,3,43,*
Kuala Lumpur,4/25/2015,5,43,*
Kuala Lumpur,4/25/2015,4,42,*
Kuala Lumpur,4/25/2015,6,43,*
Kuala Lumpur,4/25/2015,7,42,*
Kuala Lumpur,4/25/2015,8,42,*
Kuala Lumpur,4/25/2015,9,41,*
Kuala Lumpur,4/25/2015,10,42,*
Kuala Lumpur,4/25/2015,11,42,*
Kuala Lumpur,4/25/2015,12,41,*
Kuala Lumpur,4/25/2015,13,46,*
Kuala Lumpur,4/25/2015,14,62,*
Kuala Lumpur,4/25/2015,15,81,*
Kuala Lumpur,4/25/2015,16,87,*
Kuala Lumpur,4/25/2015,17,48,*
Kuala Lumpur,4/25/2015,18,39,*
Kuala Lumpur,4/25/2015,19,39,*
Kuala Lumpur,4/25/2015,20,38,*
Kuala Lumpur,4/25/2015,21,38,*
Kuala Lumpur,4/25/2015,22,37,*
Kuala Lumpur,4/25/2015,23,37,*
Kuala Lumpur,4/25/2015,24,37,*
Kuala Lumpur,4/26/2015,1,39,*
Kuala Lumpur,4/26/2015,2,40,*
Kuala Lumpur,4/26/2015,3,42,*
Kuala Lumpur,4/26/2015,4,41,*
Kuala Lumpur,4/26/2015,5,41,*
Kuala Lumpur,4/26/2015,6,41,*
Kuala Lumpur,4/26/2015,7,41,*
Kuala Lumpur,4/26/2015,8,41,*
Kuala Lumpur,4/26/2015,9,41,*
Kuala Lumpur,4/26/2015,10,40,*
Kuala Lumpur,4/26/2015,11,40,*
Kuala Lumpur,4/26/2015,12,40,*
Kuala Lumpur,4/26/2015,13,45,*
Kuala Lumpur,4/26/2015,14,43,*
Kuala Lumpur,4/26/2015,15,38,*
Kuala Lumpur,4/26/2015,16,38,*
Kuala Lumpur,4/26/2015,17,38,*
Kuala Lumpur,4/26/2015,18,41,*
Kuala Lumpur,4/26/2015,19,43,*
Kuala Lumpur,4/26/2015,20,38,*
Kuala Lumpur,4/26/2015,21,37,*
Kuala Lumpur,4/26/2015,23,37,*
Kuala Lumpur,4/26/2015,22,36,*
Kuala Lumpur,4/26/2015,24,36,*
Kuala Lumpur,4/27/2015,1,36,*
Kuala Lumpur,4/27/2015,2,36,*
Kuala Lumpur,4/27/2015,3,35,*
Kuala Lumpur,4/27/2015,4,35,*
Kuala Lumpur,4/27/2015,5,35,*
Kuala Lumpur,4/27/2015,6,36,*
Kuala Lumpur,4/27/2015,7,36,*
Kuala Lumpur,4/27/2015,8,37,*
Kuala Lumpur,4/27/2015,9,38,*
Kuala Lumpur,4/27/2015,10,38,*
Kuala Lumpur,4/27/2015,11,38,*
Kuala Lumpur,4/27/2015,12,39,*
Kuala Lumpur,4/27/2015,13,48,*
Kuala Lumpur,4/27/2015,14,63,*
Kuala Lumpur,4/27/2015,15,61,*
Kuala Lumpur,4/27/2015,16,,*
Kuala Lumpur,4/27/2015,17,,*
Kuala Lumpur,4/27/2015,18,,*
Kuala Lumpur,4/27/2015,19,,*
Kuala Lumpur,4/27/2015,20,,*
Kuala Lumpur,4/27/2015,21,,*
Kuala Lumpur,4/27/2015,22,,*
Kuala Lumpur,4/27/2015,23,,*
Kuala Lumpur,4/27/2015,24,,*
Kuala Lumpur,4/28/2015,1,,*
Kuala Lumpur,4/28/2015,2,,*
Kuala Lumpur,4/28/2015,3,,*
Kuala Lumpur,4/28/2015,4,,*
Kuala Lumpur,4/28/2015,5,,*
Kuala Lumpur,4/28/2015,6,,*
Kuala Lumpur,4/28/2015,7,,*
Kuala Lumpur,4/28/2015,8,,*
Kuala Lumpur,4/28/2015,9,,*
Kuala Lumpur,4/28/2015,10,,*
Kuala Lumpur,4/28/2015,11,,*
Kuala Lumpur,4/28/2015,13,,*
Kuala Lumpur,4/28/2015,12,,*
Kuala Lumpur,4/28/2015,14,,*
Kuala Lumpur,4/28/2015,15,,*
Kuala Lumpur,4/28/2015,16,,*
Kuala Lumpur,4/28/2015,17,,*
Kuala Lumpur,4/28/2015,18,,*
Kuala Lumpur,4/28/2015,19,,*
Kuala Lumpur,4/28/2015,20,,*
Kuala Lumpur,4/28/2015,21,,*
Kuala Lumpur,4/28/2015,22,,*
Kuala Lumpur,4/28/2015,23,,*
Kuala Lumpur,4/28/2015,24,,*
Kuala Lumpur,4/29/2015,1,,*
Kuala Lumpur,4/29/2015,2,,*
Kuala Lumpur,4/29/2015,3,,*
Kuala Lumpur,4/29/2015,4,,*
Kuala Lumpur,4/29/2015,5,,*
Kuala Lumpur,4/29/2015,6,,*
Kuala Lumpur,4/29/2015,7,,*
Kuala Lumpur,4/29/2015,8,42,*
Kuala Lumpur,4/29/2015,9,43,*
Kuala Lumpur,4/29/2015,10,44,*
Kuala Lumpur,4/29/2015,11,45,*
Kuala Lumpur,4/29/2015,12,46,*
Kuala Lumpur,4/29/2015,13,50,*
Kuala Lumpur,4/29/2015,14,47,*
Kuala Lumpur,4/29/2015,15,83,*
Kuala Lumpur,4/29/2015,16,85,*
Kuala Lumpur,4/29/2015,17,53,*
Kuala Lumpur,4/29/2015,18,49,*
Kuala Lumpur,4/29/2015,19,47,*
Kuala Lumpur,4/29/2015,20,48,*
Kuala Lumpur,4/29/2015,21,50,*
Kuala Lumpur,4/29/2015,22,51,*
Kuala Lumpur,4/29/2015,23,52,*
Kuala Lumpur,4/29/2015,24,51,*
Kuala Lumpur,4/30/2015,1,51,*
Kuala Lumpur,4/30/2015,2,52,*
Kuala Lumpur,4/30/2015,3,52,*
Kuala Lumpur,4/30/2015,4,52,*
Kuala Lumpur,4/30/2015,5,52,*
Kuala Lumpur,4/30/2015,6,53,*
Kuala Lumpur,4/30/2015,7,53,*
Kuala Lumpur,4/30/2015,8,53,*
Kuala Lumpur,4/30/2015,9,53,*
Kuala Lumpur,4/30/2015,10,52,*
Kuala Lumpur,4/30/2015,11,51,*
Kuala Lumpur,4/30/2015,12,51,*
Kuala Lumpur,4/30/2015,13,51,*
Kuala Lumpur,4/30/2015,14,51,*
Kuala Lumpur,4/30/2015,15,51,*
Kuala Lumpur,4/30/2015,16,50,*
Kuala Lumpur,4/30/2015,17,50,*
Kuala Lumpur,4/30/2015,18,50,*
Kuala Lumpur,4/30/2015,19,50,*
Kuala Lumpur,4/30/2015,20,50,*
Kuala Lumpur,4/30/2015,21,47,*
Kuala Lumpur,4/30/2015,22,45,*
Kuala Lumpur,4/30/2015,23,43,*
Kuala Lumpur,4/30/2015,24,44,*
Kuala Lumpur,1/5/2015,1,44,*
Kuala Lumpur,1/5/2015,2,42,*
Kuala Lumpur,1/5/2015,3,42,*
Kuala Lumpur,1/5/2015,4,42,*
Kuala Lumpur,1/5/2015,5,41,*
Kuala Lumpur,1/5/2015,6,41,*
Kuala Lumpur,1/5/2015,7,41,*
Kuala Lumpur,1/5/2015,8,40,*
Kuala Lumpur,1/5/2015,9,40,*
Kuala Lumpur,1/5/2015,10,41,*
Kuala Lumpur,1/5/2015,11,40,*
Kuala Lumpur,1/5/2015,12,40,*
Kuala Lumpur,1/5/2015,13,40,*
Kuala Lumpur,1/5/2015,14,43,*
Kuala Lumpur,1/5/2015,15,48,*
Kuala Lumpur,1/5/2015,16,42,*
Kuala Lumpur,1/5/2015,17,43,*
Kuala Lumpur,1/5/2015,18,38,*
Kuala Lumpur,1/5/2015,19,39,*
Kuala Lumpur,1/5/2015,20,36,*
Kuala Lumpur,1/5/2015,21,36,*
Kuala Lumpur,1/5/2015,22,35,*
Kuala Lumpur,1/5/2015,23,35,*
Kuala Lumpur,1/5/2015,24,35,*
Kuala Lumpur,2/5/2015,1,34,*
Kuala Lumpur,2/5/2015,2,34,*
Kuala Lumpur,2/5/2015,3,32,*
Kuala Lumpur,2/5/2015,4,31,*
Kuala Lumpur,2/5/2015,5,30,*
Kuala Lumpur,2/5/2015,6,30,*
Kuala Lumpur,2/5/2015,7,29,*
Kuala Lumpur,2/5/2015,8,29,*
Kuala Lumpur,2/5/2015,9,29,*
Kuala Lumpur,2/5/2015,10,28,*
Kuala Lumpur,2/5/2015,11,28,*
Kuala Lumpur,2/5/2015,12,28,*
Kuala Lumpur,2/5/2015,13,29,*
Kuala Lumpur,2/5/2015,14,47,*
Kuala Lumpur,2/5/2015,15,47,*
Kuala Lumpur,2/5/2015,16,38,*
Kuala Lumpur,2/5/2015,17,29,*
Kuala Lumpur,2/5/2015,18,29,*
Kuala Lumpur,2/5/2015,19,30,*
Kuala Lumpur,2/5/2015,20,31,*
Kuala Lumpur,2/5/2015,21,31,*
Kuala Lumpur,2/5/2015,22,33,*
Kuala Lumpur,2/5/2015,23,33,*
Kuala Lumpur,2/5/2015,24,33,*
Kuala Lumpur,3/5/2015,1,33,*
Kuala Lumpur,3/5/2015,2,34,*
Kuala Lumpur,3/5/2015,3,34,*
Kuala Lumpur,3/5/2015,4,34,*
Kuala Lumpur,3/5/2015,5,35,*
Kuala Lumpur,3/5/2015,6,35,*
Kuala Lumpur,3/5/2015,7,35,*
Kuala Lumpur,3/5/2015,8,35,*
Kuala Lumpur,3/5/2015,9,35,*
Kuala Lumpur,3/5/2015,10,35,*
Kuala Lumpur,3/5/2015,11,34,*
Kuala Lumpur,3/5/2015,12,34,*
Kuala Lumpur,3/5/2015,13,34,*
Kuala Lumpur,3/5/2015,14,40,*
Kuala Lumpur,3/5/2015,15,58,*
Kuala Lumpur,3/5/2015,16,58,*
Kuala Lumpur,3/5/2015,17,51,*
Kuala Lumpur,3/5/2015,18,41,*
Kuala Lumpur,3/5/2015,19,38,*
Kuala Lumpur,3/5/2015,20,36,*
Kuala Lumpur,3/5/2015,21,36,*
Kuala Lumpur,3/5/2015,22,35,*
Kuala Lumpur,3/5/2015,23,36,*
Kuala Lumpur,3/5/2015,24,35,*
Kuala Lumpur,4/5/2015,1,35,*
Kuala Lumpur,4/5/2015,2,34,*
Kuala Lumpur,4/5/2015,3,34,*
Kuala Lumpur,4/5/2015,5,34,*
Kuala Lumpur,4/5/2015,4,34,*
Kuala Lumpur,4/5/2015,6,34,*
Kuala Lumpur,4/5/2015,7,34,*
Kuala Lumpur,4/5/2015,8,34,*
Kuala Lumpur,4/5/2015,9,34,*
Kuala Lumpur,4/5/2015,10,35,*
Kuala Lumpur,4/5/2015,11,35,*
Kuala Lumpur,4/5/2015,12,35,*
Kuala Lumpur,4/5/2015,13,36,*
Kuala Lumpur,4/5/2015,14,51,*
Kuala Lumpur,4/5/2015,15,67,*
Kuala Lumpur,4/5/2015,16,47,*
Kuala Lumpur,4/5/2015,17,34,*
Kuala Lumpur,4/5/2015,18,34,*
Kuala Lumpur,4/5/2015,19,34,*
Kuala Lumpur,4/5/2015,20,34,*
Kuala Lumpur,4/5/2015,21,33,*
Kuala Lumpur,4/5/2015,22,33,*
Kuala Lumpur,4/5/2015,23,34,*
Kuala Lumpur,4/5/2015,24,34,*
Kuala Lumpur,5/5/2015,1,34,*
Kuala Lumpur,5/5/2015,2,35,*
Kuala Lumpur,5/5/2015,3,35,*
Kuala Lumpur,5/5/2015,4,36,*
Kuala Lumpur,5/5/2015,5,36,*
Kuala Lumpur,5/5/2015,6,36,*
Kuala Lumpur,5/5/2015,7,36,*
Kuala Lumpur,5/5/2015,8,36,*
Kuala Lumpur,5/5/2015,9,37,*
Kuala Lumpur,5/5/2015,10,37,*
Kuala Lumpur,5/5/2015,11,37,*
Kuala Lumpur,5/5/2015,12,38,*
Kuala Lumpur,5/5/2015,13,40,*
Kuala Lumpur,5/5/2015,15,55,*
Kuala Lumpur,5/5/2015,14,47,*
Kuala Lumpur,5/5/2015,16,58,*
Kuala Lumpur,5/5/2015,17,39,*
Kuala Lumpur,5/5/2015,18,39,*
Kuala Lumpur,5/5/2015,19,41,*
Kuala Lumpur,5/5/2015,20,42,*
Kuala Lumpur,5/5/2015,21,43,*
Kuala Lumpur,5/5/2015,22,45,*
Kuala Lumpur,5/5/2015,23,46,*
Kuala Lumpur,5/5/2015,24,47,*
Kuala Lumpur,6/5/2015,1,49,*
Kuala Lumpur,6/5/2015,2,50,*
Kuala Lumpur,6/5/2015,3,51,*
Kuala Lumpur,6/5/2015,4,51,*
Kuala Lumpur,6/5/2015,5,52,*
Kuala Lumpur,6/5/2015,6,52,*
Kuala Lumpur,6/5/2015,7,53,*
Kuala Lumpur,6/5/2015,8,53,*
Kuala Lumpur,6/5/2015,9,53,*
Kuala Lumpur,6/5/2015,10,53,*
Kuala Lumpur,6/5/2015,11,53,*
Kuala Lumpur,6/5/2015,12,53,*
Kuala Lumpur,6/5/2015,13,53,*
Kuala Lumpur,6/5/2015,14,55,*
Kuala Lumpur,6/5/2015,15,59,*
Kuala Lumpur,6/5/2015,16,53,*
Kuala Lumpur,6/5/2015,17,53,*
Kuala Lumpur,6/5/2015,18,53,*
Kuala Lumpur,6/5/2015,19,53,*
Kuala Lumpur,6/5/2015,20,53,*
Kuala Lumpur,6/5/2015,21,53,*
Kuala Lumpur,6/5/2015,22,53,*
Kuala Lumpur,6/5/2015,23,53,*
Kuala Lumpur,6/5/2015,24,53,*
Kuala Lumpur,7/5/2015,1,53,*
Kuala Lumpur,7/5/2015,2,52,*
Kuala Lumpur,7/5/2015,3,52,*
Kuala Lumpur,7/5/2015,4,52,*
Kuala Lumpur,7/5/2015,5,51,*
Kuala Lumpur,7/5/2015,6,51,*
Kuala Lumpur,7/5/2015,7,51,*
Kuala Lumpur,7/5/2015,8,51,*
Kuala Lumpur,7/5/2015,9,51,*
Kuala Lumpur,7/5/2015,10,52,*
Kuala Lumpur,7/5/2015,11,52,*
Kuala Lumpur,7/5/2015,12,52,*
Kuala Lumpur,7/5/2015,13,53,*
Kuala Lumpur,7/5/2015,14,53,*
Kuala Lumpur,7/5/2015,15,53,*
Kuala Lumpur,7/5/2015,16,64,*
Kuala Lumpur,7/5/2015,17,54,*
Kuala Lumpur,7/5/2015,18,54,*
Kuala Lumpur,7/5/2015,19,54,*
Kuala Lumpur,7/5/2015,20,54,*
Kuala Lumpur,7/5/2015,21,54,*
Kuala Lumpur,7/5/2015,22,54,*
Kuala Lumpur,7/5/2015,23,53,*
Kuala Lumpur,7/5/2015,24,53,*
Kuala Lumpur,8/5/2015,1,53,*
Kuala Lumpur,8/5/2015,2,54,*
Kuala Lumpur,8/5/2015,3,54,*
Kuala Lumpur,8/5/2015,4,54,*
Kuala Lumpur,8/5/2015,5,54,*
Kuala Lumpur,8/5/2015,6,55,*
Kuala Lumpur,8/5/2015,7,55,*
Kuala Lumpur,8/5/2015,8,55,*
Kuala Lumpur,8/5/2015,9,55,*
Kuala Lumpur,8/5/2015,10,54,*
Kuala Lumpur,8/5/2015,11,54,*
Kuala Lumpur,8/5/2015,12,54,*
Kuala Lumpur,8/5/2015,13,53,*
Kuala Lumpur,8/5/2015,14,53,*
Kuala Lumpur,8/5/2015,15,53,*
Kuala Lumpur,8/5/2015,16,52,*
Kuala Lumpur,8/5/2015,17,52,*
Kuala Lumpur,8/5/2015,18,51,*
Kuala Lumpur,8/5/2015,19,52,*
Kuala Lumpur,8/5/2015,20,52,*
Kuala Lumpur,8/5/2015,21,52,*
Kuala Lumpur,8/5/2015,22,53,*
Kuala Lumpur,8/5/2015,23,53,*
Kuala Lumpur,8/5/2015,24,53,*
Kuala Lumpur,9/5/2015,1,53,*
Kuala Lumpur,9/5/2015,2,53,*
Kuala Lumpur,9/5/2015,3,53,*
Kuala Lumpur,9/5/2015,4,53,*
Kuala Lumpur,9/5/2015,5,53,*
Kuala Lumpur,9/5/2015,6,53,*
Kuala Lumpur,9/5/2015,7,53,*
Kuala Lumpur,9/5/2015,8,53,*
Kuala Lumpur,9/5/2015,9,53,*
Kuala Lumpur,9/5/2015,10,53,*
Kuala Lumpur,9/5/2015,11,52,*
Kuala Lumpur,9/5/2015,12,52,*
Kuala Lumpur,9/5/2015,13,52,*
Kuala Lumpur,9/5/2015,14,52,*
Kuala Lumpur,9/5/2015,15,51,*
Kuala Lumpur,9/5/2015,16,51,*
Kuala Lumpur,9/5/2015,17,61,*
Kuala Lumpur,9/5/2015,18,65,*
Kuala Lumpur,9/5/2015,19,62,*
Kuala Lumpur,9/5/2015,20,51,*
Kuala Lumpur,9/5/2015,21,50,*
Kuala Lumpur,9/5/2015,22,49,*
Kuala Lumpur,9/5/2015,23,49,*
Kuala Lumpur,9/5/2015,24,49,*
Kuala Lumpur,10/5/2015,1,50,*
Kuala Lumpur,10/5/2015,2,49,*
Kuala Lumpur,10/5/2015,3,50,*
Kuala Lumpur,10/5/2015,4,50,*
Kuala Lumpur,10/5/2015,5,50,*
Kuala Lumpur,10/5/2015,6,50,*
Kuala Lumpur,10/5/2015,7,49,*
Kuala Lumpur,10/5/2015,8,49,*
Kuala Lumpur,10/5/2015,9,49,*
Kuala Lumpur,10/5/2015,10,49,*
Kuala Lumpur,10/5/2015,11,51,*
Kuala Lumpur,10/5/2015,12,52,*
Kuala Lumpur,10/5/2015,13,52,*
Kuala Lumpur,10/5/2015,14,51,*
Kuala Lumpur,10/5/2015,15,51,*
Kuala Lumpur,10/5/2015,16,51,*
Kuala Lumpur,10/5/2015,17,51,*
Kuala Lumpur,10/5/2015,18,52,*
Kuala Lumpur,10/5/2015,19,50,*
Kuala Lumpur,10/5/2015,20,51,*
Kuala Lumpur,10/5/2015,21,51,*
Kuala Lumpur,10/5/2015,22,50,*
Kuala Lumpur,10/5/2015,23,49,*
Kuala Lumpur,10/5/2015,24,48,*
Kuala Lumpur,11/5/2015,1,47,*
Kuala Lumpur,11/5/2015,2,46,*
Kuala Lumpur,11/5/2015,3,44,*
Kuala Lumpur,11/5/2015,5,44,*
Kuala Lumpur,11/5/2015,4,43,*
Kuala Lumpur,11/5/2015,6,43,*
Kuala Lumpur,11/5/2015,7,42,*
Kuala Lumpur,11/5/2015,8,42,*
Kuala Lumpur,11/5/2015,9,41,*
Kuala Lumpur,11/5/2015,10,42,*
Kuala Lumpur,11/5/2015,11,40,*
Kuala Lumpur,11/5/2015,12,39,*
Kuala Lumpur,11/5/2015,13,39,*
Kuala Lumpur,11/5/2015,14,40,*
Kuala Lumpur,11/5/2015,15,44,*
Kuala Lumpur,11/5/2015,16,55,*
Kuala Lumpur,11/5/2015,17,41,*
Kuala Lumpur,11/5/2015,18,41,*
Kuala Lumpur,11/5/2015,19,40,*
Kuala Lumpur,11/5/2015,20,44,*
Kuala Lumpur,11/5/2015,21,47,*
Kuala Lumpur,11/5/2015,22,51,*
Kuala Lumpur,11/5/2015,23,53,*
Kuala Lumpur,11/5/2015,24,54,*
Kuala Lumpur,12/5/2015,1,55,*
Kuala Lumpur,12/5/2015,2,56,*
Kuala Lumpur,12/5/2015,3,57,*
Kuala Lumpur,12/5/2015,4,57,*
Kuala Lumpur,12/5/2015,5,58,*
Kuala Lumpur,12/5/2015,6,58,*
Kuala Lumpur,12/5/2015,7,58,*
Kuala Lumpur,12/5/2015,8,58,*
Kuala Lumpur,12/5/2015,9,59,*
Kuala Lumpur,12/5/2015,10,59,*
Kuala Lumpur,12/5/2015,11,59,*
Kuala Lumpur,12/5/2015,12,60,*
Kuala Lumpur,12/5/2015,13,60,*
Kuala Lumpur,12/5/2015,15,65,*
Kuala Lumpur,12/5/2015,14,61,*
Kuala Lumpur,12/5/2015,16,63,*
Kuala Lumpur,12/5/2015,17,61,*
Kuala Lumpur,12/5/2015,18,61,*
Kuala Lumpur,12/5/2015,19,61,*
Kuala Lumpur,12/5/2015,20,60,*
Kuala Lumpur,12/5/2015,21,59,*
Kuala Lumpur,12/5/2015,22,58,*
Kuala Lumpur,12/5/2015,23,57,*
Kuala Lumpur,12/5/2015,24,57,*
Kuala Lumpur,5/13/2015,1,56,*
Kuala Lumpur,5/13/2015,2,56,*
Kuala Lumpur,5/13/2015,3,55,*
Kuala Lumpur,5/13/2015,4,55,*
Kuala Lumpur,5/13/2015,5,55,*
Kuala Lumpur,5/13/2015,6,54,*
Kuala Lumpur,5/13/2015,7,54,*
Kuala Lumpur,5/13/2015,8,54,*
Kuala Lumpur,5/13/2015,9,54,*
Kuala Lumpur,5/13/2015,10,53,*
Kuala Lumpur,5/13/2015,11,53,*
Kuala Lumpur,5/13/2015,12,52,*
Kuala Lumpur,5/13/2015,13,52,*
Kuala Lumpur,5/13/2015,14,52,*
Kuala Lumpur,5/13/2015,15,51,*
Kuala Lumpur,5/13/2015,17,59,*
Kuala Lumpur,5/13/2015,16,68,*
Kuala Lumpur,5/13/2015,18,67,*
Kuala Lumpur,5/13/2015,19,63,*
Kuala Lumpur,5/13/2015,20,52,*
Kuala Lumpur,5/13/2015,21,51,*
Kuala Lumpur,5/13/2015,22,50,*
Kuala Lumpur,5/13/2015,23,47,*
Kuala Lumpur,5/13/2015,24,46,*
Kuala Lumpur,5/14/2015,1,45,*
Kuala Lumpur,5/14/2015,2,44,*
Kuala Lumpur,5/14/2015,3,43,*
Kuala Lumpur,5/14/2015,4,42,*
Kuala Lumpur,5/14/2015,5,42,*
Kuala Lumpur,5/14/2015,6,43,*
Kuala Lumpur,5/14/2015,7,43,*
Kuala Lumpur,5/14/2015,8,43,*
Kuala Lumpur,5/14/2015,9,42,*
Kuala Lumpur,5/14/2015,10,42,*
Kuala Lumpur,5/14/2015,11,42,*
Kuala Lumpur,5/14/2015,12,42,*
Kuala Lumpur,5/14/2015,13,42,*
Kuala Lumpur,5/14/2015,14,47,*
Kuala Lumpur,5/14/2015,15,55,*
Kuala Lumpur,5/14/2015,16,42,*
Kuala Lumpur,5/14/2015,17,42,*
Kuala Lumpur,5/14/2015,18,41,*
Kuala Lumpur,5/14/2015,19,40,*
Kuala Lumpur,5/14/2015,20,40,*
Kuala Lumpur,5/14/2015,21,41,*
Kuala Lumpur,5/14/2015,22,41,*
Kuala Lumpur,5/14/2015,23,41,*
Kuala Lumpur,5/14/2015,24,40,*
Kuala Lumpur,5/15/2015,1,40,*
Kuala Lumpur,5/15/2015,2,40,*
Kuala Lumpur,5/15/2015,3,40,*
Kuala Lumpur,5/15/2015,4,41,*
Kuala Lumpur,5/15/2015,5,41,*
Kuala Lumpur,5/15/2015,6,42,*
Kuala Lumpur,5/15/2015,7,41,*
Kuala Lumpur,5/15/2015,8,42,*
Kuala Lumpur,5/15/2015,9,42,*
Kuala Lumpur,5/15/2015,10,42,*
Kuala Lumpur,5/15/2015,11,41,*
Kuala Lumpur,5/15/2015,12,42,*
Kuala Lumpur,5/15/2015,13,42,*
Kuala Lumpur,5/15/2015,14,58,*
Kuala Lumpur,5/15/2015,15,60,*
Kuala Lumpur,5/15/2015,16,61,*
Kuala Lumpur,5/15/2015,17,66,*
Kuala Lumpur,5/15/2015,18,70,*
Kuala Lumpur,5/15/2015,19,67,*
Kuala Lumpur,5/15/2015,20,59,*
Kuala Lumpur,5/15/2015,21,39,*
Kuala Lumpur,5/15/2015,22,38,*
Kuala Lumpur,5/15/2015,23,38,*
Kuala Lumpur,5/15/2015,24,38,*
Kuala Lumpur,5/16/2015,1,38,*
Kuala Lumpur,5/16/2015,2,38,*
Kuala Lumpur,5/16/2015,3,39,*
Kuala Lumpur,5/16/2015,4,39,*
Kuala Lumpur,5/16/2015,5,39,*
Kuala Lumpur,5/16/2015,6,39,*
Kuala Lumpur,5/16/2015,7,40,*
Kuala Lumpur,5/16/2015,8,40,*
Kuala Lumpur,5/16/2015,9,40,*
Kuala Lumpur,5/16/2015,10,41,*
Kuala Lumpur,5/16/2015,11,42,*
Kuala Lumpur,5/16/2015,12,47,*
Kuala Lumpur,5/16/2015,13,61,*
Kuala Lumpur,5/16/2015,14,63,*
Kuala Lumpur,5/16/2015,15,68,*
Kuala Lumpur,5/16/2015,16,54,*
Kuala Lumpur,5/16/2015,17,45,*
Kuala Lumpur,5/16/2015,18,45,*
Kuala Lumpur,5/16/2015,19,45,*
Kuala Lumpur,5/16/2015,20,45,*
Kuala Lumpur,5/16/2015,21,45,*
Kuala Lumpur,5/16/2015,22,44,*
Kuala Lumpur,5/16/2015,23,45,*
Kuala Lumpur,5/16/2015,24,44,*
Kuala Lumpur,5/17/2015,1,45,*
Kuala Lumpur,5/17/2015,2,44,*
Kuala Lumpur,5/17/2015,3,44,*
Kuala Lumpur,5/17/2015,4,43,*
Kuala Lumpur,5/17/2015,5,43,*
Kuala Lumpur,5/17/2015,6,43,*
Kuala Lumpur,5/17/2015,7,43,*
Kuala Lumpur,5/17/2015,8,42,*
